full_text,cleaning,case_folding,tokenizing,normalisasi,stopwords_removal,stemming
@nalar_logis @DPR_RI @prabowo Logika dimana? malah bikin tambah caos dan bakal banyak di salah gunakan sengolan dikit dijalan apalagi kalo mabok kocak malah bikin orang takut keluar karena semua bawa sajam dan ga semua orang berani adu sabet² an sajam investor akan takut inves di indonesia,   Logika dimana malah bikin tambah caos dan bakal banyak di salah gunakan sengolan dikit dijalan apalagi kalo mabok kocak malah bikin orang takut keluar karena semua bawa sajam dan ga semua orang berani adu sabet an sajam investor akan takut inves di indonesia,   logika dimana malah bikin tambah caos dan bakal banyak di salah gunakan sengolan dikit dijalan apalagi kalo mabok kocak malah bikin orang takut keluar karena semua bawa sajam dan ga semua orang berani adu sabet an sajam investor akan takut inves di indonesia,"['logika', 'dimana', 'malah', 'bikin', 'tambah', 'caos', 'dan', 'bakal', 'banyak', 'di', 'salah', 'gunakan', 'sengolan', 'dikit', 'dijalan', 'apalagi', 'kalo', 'mabok', 'kocak', 'malah', 'bikin', 'orang', 'takut', 'keluar', 'karena', 'semua', 'bawa', 'sajam', 'dan', 'ga', 'semua', 'orang', 'berani', 'adu', 'sabet', 'an', 'sajam', 'investor', 'akan', 'takut', 'inves', 'di', 'indonesia']",logika dimana malah bikin tambah caos dan bakal banyak di salah gunakan sengolan dikit dijalan apalagi kalau mabok kocak malah bikin orang takut keluar karena semua bawa sajam dan tidak semua orang berani adu sabet an sajam investor akan takut inves di indonesia,logika malah bikin tambah caos bakal banyak salah gunakan sengolan dikit dijalan kalau mabok kocak malah bikin orang takut keluar semua bawa sajam semua orang berani adu sabet an sajam investor takut inves indonesia,logika malah bikin tambah caos bakal banyak salah guna sengolan dikit jalan kalau mabok kocak malah bikin orang takut keluar semua bawa sajam semua orang berani adu sabet an sajam investor takut inves indonesia
@FrediRandi4 Dibalik RUU KUHAP ada Presiden Prabowo yang gigih wujudkan KUHP 2026 yang lebih baik semoga sukses bareng, Dibalik RUU KUHAP ada Presiden Prabowo yang gigih wujudkan KUHP  yang lebih baik semoga sukses bareng, dibalik ruu kuhap ada presiden prabowo yang gigih wujudkan kuhp  yang lebih baik semoga sukses bareng,"['dibalik', 'ruu', 'kuhap', 'ada', 'presiden', 'prabowo', 'yang', 'gigih', 'wujudkan', 'kuhp', 'yang', 'lebih', 'baik', 'semoga', 'sukses', 'bareng']",dibalik ruu kuhap ada presiden prabowo yang gigih wujudkan kuhp yang lebih baik semoga sukses bareng,dibalik ruu kuhap presiden prabowo gigih wujudkan kuhp lebih baik semoga sukses bareng,balik ruu hap presiden prabowo gigih wujud kuhp lebih baik moga sukses bareng
@FrediRandi4 Keren banget Joint Fund Rp 67 5 T bukti Presiden Prabowo bawa Danantara global jadi inspirasi buat semuanya, Keren banget Joint Fund Rp   T bukti Presiden Prabowo bawa Danantara global jadi inspirasi buat semuanya, keren banget joint fund rp   t bukti presiden prabowo bawa danantara global jadi inspirasi buat semuanya,"['keren', 'banget', 'joint', 'fund', 'rp', 't', 'bukti', 'presiden', 'prabowo', 'bawa', 'danantara', 'global', 'jadi', 'inspirasi', 'buat', 'semuanya']",keren banget joint fund rp t bukti presiden prabowo bawa danantara global jadi inspirasi buat semuanya,keren banget joint fund rp t bukti presiden prabowo bawa danantara global jadi inspirasi buat semuanya,keren banget joint fund rp t bukti presiden prabowo bawa danantara global jadi inspirasi buat semua
@JedTeguh03 Langkah Presiden Prabowo dukung Perpres Perlindungan Jaksa ngebuktiin komitmen serius buat lindungi penegak hukum, Langkah Presiden Prabowo dukung Perpres Perlindungan Jaksa ngebuktiin komitmen serius buat lindungi penegak hukum, langkah presiden prabowo dukung perpres perlindungan jaksa ngebuktiin komitmen serius buat lindungi penegak hukum,"['langkah', 'presiden', 'prabowo', 'dukung', 'perpres', 'perlindungan', 'jaksa', 'ngebuktiin', 'komitmen', 'serius', 'buat', 'lindungi', 'penegak', 'hukum']",langkah presiden prabowo dukung perpres perlindungan jaksa membuktikan komitmen serius buat lindungi penegak hukum,langkah presiden prabowo dukung perpres perlindungan jaksa membuktikan komitmen serius buat lindungi penegak hukum,langkah presiden prabowo dukung pres lindung jaksa bukti komitmen serius buat lindung tegak hukum
@FrediRandi4 Ayo support gerakan Presiden Prabowo biar RUU KUHAP jadi jawaban tuntutan zaman menuju KUHP 2026, Ayo support gerakan Presiden Prabowo biar RUU KUHAP jadi jawaban tuntutan zaman menuju KUHP , ayo support gerakan presiden prabowo biar ruu kuhap jadi jawaban tuntutan zaman menuju kuhp ,"['ayo', 'support', 'gerakan', 'presiden', 'prabowo', 'biar', 'ruu', 'kuhap', 'jadi', 'jawaban', 'tuntutan', 'zaman', 'menuju', 'kuhp']",ayo support gerakan presiden prabowo biar ruu kuhap jadi jawaban tuntutan zaman menuju kuhp,ayo support gerakan presiden prabowo biar ruu kuhap jadi jawaban tuntutan zaman menuju kuhp,ayo support gera presiden prabowo biar ruu hap jadi jawab tuntut zaman tuju kuhp
@reaareaa__ Presiden Prabowo udah bener support Danantara supaya berkembang, Presiden Prabowo udah bener support Danantara supaya berkembang, presiden prabowo udah bener support danantara supaya berkembang,"['presiden', 'prabowo', 'udah', 'bener', 'support', 'danantara', 'supaya', 'berkembang']",presiden prabowo sudah benar support danantara supaya berkembang,presiden prabowo benar support danantara berkembang,presiden prabowo benar support danantara kembang
@FrediRandi4 RUU KUHAP progresif banget di tangan Presiden Prabowo makin excited buat lihat implementasi KUHP 2026, RUU KUHAP progresif banget di tangan Presiden Prabowo makin excited buat lihat implementasi KUHP , ruu kuhap progresif banget di tangan presiden prabowo makin excited buat lihat implementasi kuhp ,"['ruu', 'kuhap', 'progresif', 'banget', 'di', 'tangan', 'presiden', 'prabowo', 'makin', 'excited', 'buat', 'lihat', 'implementasi', 'kuhp']",ruu kuhap progresif banget di tangan presiden prabowo makin excited buat lihat implementasi kuhp,ruu kuhap progresif banget tangan presiden prabowo makin excited buat lihat implementasi kuhp,ruu hap progresif banget tangan presiden prabowo makin excited buat lihat implementasi kuhp
@ochidzz @TxtdariHI @prabowo Two state solution itu udah didukung dr dulu anjeng kenapa lu baru ngegas skrg babi??? Semua negara arab juga dukung two state solution?? Lu ada solusi lain ga babi???,   Two state solution itu udah didukung dr dulu anjeng kenapa lu baru ngegas skrg babi Semua negara arab juga dukung two state solution Lu ada solusi lain ga babi,   two state solution itu udah didukung dr dulu anjeng kenapa lu baru ngegas skrg babi semua negara arab juga dukung two state solution lu ada solusi lain ga babi,"['two', 'state', 'solution', 'itu', 'udah', 'didukung', 'dr', 'dulu', 'anjeng', 'kenapa', 'lu', 'baru', 'ngegas', 'skrg', 'babi', 'semua', 'negara', 'arab', 'juga', 'dukung', 'two', 'state', 'solution', 'lu', 'ada', 'solusi', 'lain', 'ga', 'babi']",two state solution itu sudah didukung dari dulu anjeng kenapa kamu baru ngegas sekarang babi semua negara arab juga dukung two state solution kamu ada solusi lain tidak babi,two state solution didukung dulu anjeng kamu baru ngegas sekarang babi semua negara arab dukung two state solution kamu solusi babi,two state solution dukung dulu anjeng kamu baru ngegas sekarang babi semua negara arab dukung two state solution kamu solusi babi
@FrediRandi4 Kapan lagi punya Presiden Prabowo yang super concern sama RUU KUHAP? Mari sukseskan KUHP 2026 bersama, Kapan lagi punya Presiden Prabowo yang super concern sama RUU KUHAP Mari sukseskan KUHP  bersama, kapan lagi punya presiden prabowo yang super concern sama ruu kuhap mari sukseskan kuhp  bersama,"['kapan', 'lagi', 'punya', 'presiden', 'prabowo', 'yang', 'super', 'concern', 'sama', 'ruu', 'kuhap', 'mari', 'sukseskan', 'kuhp', 'bersama']",kapan lagi punya presiden prabowo yang super concern sama ruu kuhap mari sukseskan kuhp bersama,kapan punya presiden prabowo super concern sama ruu kuhap sukseskan kuhp bersama,kapan punya presiden prabowo super concern sama ruu hap sukses kuhp sama
@FrediRandi4 Presiden Prabowo memang peka harga beras Papua Pegunungan sebentar lagi nggak jadi masalah, Presiden Prabowo memang peka harga beras Papua Pegunungan sebentar lagi nggak jadi masalah, presiden prabowo memang peka harga beras papua pegunungan sebentar lagi nggak jadi masalah,"['presiden', 'prabowo', 'memang', 'peka', 'harga', 'beras', 'papua', 'pegunungan', 'sebentar', 'lagi', 'nggak', 'jadi', 'masalah']",presiden prabowo memang peka harga beras papua pegunungan sebentar lagi tidak jadi masalah,presiden prabowo memang peka harga beras papua pegunungan sebentar jadi masalah,presiden prabowo memang peka harga beras papua gunung sebentar jadi masalah
@reaareaa__ Program MBG Papua jadi contoh sukses berkat dukungan dari Presiden Prabowo, Program MBG Papua jadi contoh sukses berkat dukungan dari Presiden Prabowo, program mbg papua jadi contoh sukses berkat dukungan dari presiden prabowo,"['program', 'mbg', 'papua', 'jadi', 'contoh', 'sukses', 'berkat', 'dukungan', 'dari', 'presiden', 'prabowo']",program mbak papua jadi contoh sukses berkat dukungan dari presiden prabowo,program papua jadi contoh sukses berkat dukungan presiden prabowo,program papua jadi contoh sukses berkat dukung presiden prabowo
@FrediRandi4 Niat baik Presiden Prabowo diwujudkan Danantara bareng dunia bikin optimis dengan Joint Fund fantastis, Niat baik Presiden Prabowo diwujudkan Danantara bareng dunia bikin optimis dengan Joint Fund fantastis, niat baik presiden prabowo diwujudkan danantara bareng dunia bikin optimis dengan joint fund fantastis,"['niat', 'baik', 'presiden', 'prabowo', 'diwujudkan', 'danantara', 'bareng', 'dunia', 'bikin', 'optimis', 'dengan', 'joint', 'fund', 'fantastis']",niat baik presiden prabowo diwujudkan danantara bareng dunia bikin optimis dengan joint fund fantastis,niat baik presiden prabowo diwujudkan danantara bareng dunia bikin optimis joint fund fantastis,niat baik presiden prabowo wujud danantara bareng dunia bikin optimis joint fund fantastis
@dodolandewe @Bambangmulyonoo @AliNgabalinNew Iya kutengok jg sprti ini jilat menjilat gak guna didepan prabowo skr mana ad mentri yg dominan/statemen beda sana A sana B leadership sih. Gw makin demen lama am mr @prabowo 2014-2019-2024 gak milih 2029 siap milih tp ttp dapil tangerang setia plih om @bang_dasco,   Iya kutengok jg sprti ini jilat menjilat gak guna didepan prabowo skr mana ad mentri yg dominanstatemen beda sana A sana B leadership sih Gw makin demen lama am mr   gak milih  siap milih tp ttp dapil tangerang setia plih om ,   iya kutengok jg sprti ini jilat menjilat gak guna didepan prabowo skr mana ad mentri yg dominanstatemen beda sana a sana b leadership sih gw makin demen lama am mr   gak milih  siap milih tp ttp dapil tangerang setia plih om ,"['iya', 'kutengok', 'jg', 'sprti', 'ini', 'jilat', 'menjilat', 'gak', 'guna', 'didepan', 'prabowo', 'skr', 'mana', 'ad', 'mentri', 'yg', 'dominanstatemen', 'beda', 'sana', 'a', 'sana', 'b', 'leadership', 'sih', 'gw', 'makin', 'demen', 'lama', 'am', 'mr', 'gak', 'milih', 'siap', 'milih', 'tp', 'ttp', 'dapil', 'tangerang', 'setia', 'plih', 'om']",iya kutengok juga seperti ini jilat menjilat tidak guna didepan prabowo sekarang mana ada mentri yang dominanstatemen beda sana a sana b leadership sih gue makin demen lama sama mr tidak memilih siap memilih tapi tetap dapil tangerang setia plih om,iya kutengok jilat menjilat didepan prabowo sekarang mana mentri dominanstatemen beda sana a sana b leadership makin demen lama sama mr memilih siap memilih tetap dapil tangerang setia plih,iya tengok jilat jilat depan prabowo sekarang mana tri dominanstatemen beda sana a sana b leadership makin demen lama sama mr pilih siap pilih tetap dapil tangerang setia plih
@FrediRandi4 Jalan perubahan makin dekat bareng Presiden Prabowo yang terus fight buat RUU KUHAP menuju KUHP 2026, Jalan perubahan makin dekat bareng Presiden Prabowo yang terus fight buat RUU KUHAP menuju KUHP , jalan perubahan makin dekat bareng presiden prabowo yang terus fight buat ruu kuhap menuju kuhp ,"['jalan', 'perubahan', 'makin', 'dekat', 'bareng', 'presiden', 'prabowo', 'yang', 'terus', 'fight', 'buat', 'ruu', 'kuhap', 'menuju', 'kuhp']",jalan perubahan makin dekat bareng presiden prabowo yang terus fight buat ruu kuhap menuju kuhp,jalan perubahan makin dekat bareng presiden prabowo terus fight buat ruu kuhap menuju kuhp,jalan ubah makin dekat bareng presiden prabowo terus fight buat ruu hap tuju kuhp
@FrediRandi4 Gerak cepat dan penuh semangat Presiden Prabowo bawa harapan baru lewat RUU KUHAP menuju KUHP 2026, Gerak cepat dan penuh semangat Presiden Prabowo bawa harapan baru lewat RUU KUHAP menuju KUHP , gerak cepat dan penuh semangat presiden prabowo bawa harapan baru lewat ruu kuhap menuju kuhp ,"['gerak', 'cepat', 'dan', 'penuh', 'semangat', 'presiden', 'prabowo', 'bawa', 'harapan', 'baru', 'lewat', 'ruu', 'kuhap', 'menuju', 'kuhp']",gerak cepat dan penuh semangat presiden prabowo bawa harapan baru lewat ruu kuhap menuju kuhp,gerak cepat penuh semangat presiden prabowo bawa harapan baru lewat ruu kuhap menuju kuhp,gerak cepat penuh semangat presiden prabowo bawa harap baru lewat ruu hap tuju kuhp
@FrediRandi4 Presiden Prabowo fokus banget sama RUU KUHAP demi masa depan KUHP 2026 yang lebih transparan dan jelas, Presiden Prabowo fokus banget sama RUU KUHAP demi masa depan KUHP  yang lebih transparan dan jelas, presiden prabowo fokus banget sama ruu kuhap demi masa depan kuhp  yang lebih transparan dan jelas,"['presiden', 'prabowo', 'fokus', 'banget', 'sama', 'ruu', 'kuhap', 'demi', 'masa', 'depan', 'kuhp', 'yang', 'lebih', 'transparan', 'dan', 'jelas']",presiden prabowo fokus banget sama ruu kuhap demi masa depan kuhp yang lebih transparan dan jelas,presiden prabowo fokus banget sama ruu kuhap masa depan kuhp lebih transparan jelas,presiden prabowo fokus banget sama ruu hap masa depan kuhp lebih transparan jelas
@GenZNusantara Presiden Prabowo support MBG bikin siswa semangat belajar tanpa khawatir kekurangan gizi, Presiden Prabowo support MBG bikin siswa semangat belajar tanpa khawatir kekurangan gizi, presiden prabowo support mbg bikin siswa semangat belajar tanpa khawatir kekurangan gizi,"['presiden', 'prabowo', 'support', 'mbg', 'bikin', 'siswa', 'semangat', 'belajar', 'tanpa', 'khawatir', 'kekurangan', 'gizi']",presiden prabowo support mbak bikin siswa semangat belajar tanpa khawatir kekurangan gizi,presiden prabowo support bikin siswa semangat belajar khawatir kekurangan gizi,presiden prabowo support bikin siswa semangat ajar khawatir kurang gizi
@RasyaVira12 Cek kesehatan gratis bukan cuma wacana sama Presiden Prabowo beneran diwujudkan, Cek kesehatan gratis bukan cuma wacana sama Presiden Prabowo beneran diwujudkan, cek kesehatan gratis bukan cuma wacana sama presiden prabowo beneran diwujudkan,"['cek', 'kesehatan', 'gratis', 'bukan', 'cuma', 'wacana', 'sama', 'presiden', 'prabowo', 'beneran', 'diwujudkan']",cek kesehatan gratis bukan cuma wacana sama presiden prabowo benaran diwujudkan,cek kesehatan gratis bukan cuma wacana sama presiden prabowo benaran diwujudkan,cek sehat gratis bukan cuma wacana sama presiden prabowo benar wujud
@AliNgabalinNew L ah kmn aj mas ngabalin tw muncul. Inget mas skr regime id berubah skr era pak @prabowo dan om @bang_dasco era dmn demokrasi dan akal logic dikedepankan. So far jilat menjilat kykna g guna didepan mr prabowo&amp;so far kwbijakan jg tertata&amp;betul ditimbang, L ah kmn aj mas ngabalin tw muncul Inget mas skr regime id berubah skr era pak  dan om  era dmn demokrasi dan akal logic dikedepankan So far jilat menjilat kykna g guna didepan mr prabowoampso far kwbijakan jg tertataampbetul ditimbang, l ah kmn aj mas ngabalin tw muncul inget mas skr regime id berubah skr era pak  dan om  era dmn demokrasi dan akal logic dikedepankan so far jilat menjilat kykna g guna didepan mr prabowoampso far kwbijakan jg tertataampbetul ditimbang,"['l', 'ah', 'kmn', 'aj', 'mas', 'ngabalin', 'tw', 'muncul', 'inget', 'mas', 'skr', 'regime', 'id', 'berubah', 'skr', 'era', 'pak', 'dan', 'om', 'era', 'dmn', 'demokrasi', 'dan', 'akal', 'logic', 'dikedepankan', 'so', 'far', 'jilat', 'menjilat', 'kykna', 'g', 'guna', 'didepan', 'mr', 'prabowoampso', 'far', 'kwbijakan', 'jg', 'tertataampbetul', 'ditimbang']",l ah kemana saja mas ngabalin tau muncul ingat mas sekarang regime id berubah sekarang era pak dan om era dimana demokrasi dan akal logic dikedepankan sok far jilat menjilat kykna tidak guna didepan mr prabowoampso far kwbijakan juga tertataampbetul ditimbang,l ngabalin tau muncul ingat sekarang regime id berubah sekarang era pak era demokrasi akal logic dikedepankan sok far jilat menjilat kykna didepan mr prabowoampso far kwbijakan tertataampbetul ditimbang,l ngabalin tau muncul ingat sekarang regime id ubah sekarang era pak era demokrasi akal logic depan sok far jilat jilat kykna depan mr prabowoampso far kwbijakan tertataampbetul timbang
@frenky_id Woy KDM sama Prabowo menang mana di 2029?, Woy KDM sama Prabowo menang mana di , woy kdm sama prabowo menang mana di ,"['woy', 'kdm', 'sama', 'prabowo', 'menang', 'mana', 'di']",woy kdm sama prabowo menang mana di,woy kdm sama prabowo menang mana,woy kdm sama prabowo menang mana
@JedTeguh03 Berkah banget Presiden Prabowo support CKG semoga hasilnya dirasakan banyak orang, Berkah banget Presiden Prabowo support CKG semoga hasilnya dirasakan banyak orang, berkah banget presiden prabowo support ckg semoga hasilnya dirasakan banyak orang,"['berkah', 'banget', 'presiden', 'prabowo', 'support', 'ckg', 'semoga', 'hasilnya', 'dirasakan', 'banyak', 'orang']",berkah banget presiden prabowo support ckg semoga hasilnya dirasakan banyak orang,berkah banget presiden prabowo support ckg semoga hasilnya dirasakan banyak orang,berkah banget presiden prabowo support ckg moga hasil rasa banyak orang
@FrediRandi4 Presiden Prabowo jadi bukti kalau perubahan hukum bisa diwujudkan RUU KUHAP jalan KUHP 2026 siap diterapkan, Presiden Prabowo jadi bukti kalau perubahan hukum bisa diwujudkan RUU KUHAP jalan KUHP  siap diterapkan, presiden prabowo jadi bukti kalau perubahan hukum bisa diwujudkan ruu kuhap jalan kuhp  siap diterapkan,"['presiden', 'prabowo', 'jadi', 'bukti', 'kalau', 'perubahan', 'hukum', 'bisa', 'diwujudkan', 'ruu', 'kuhap', 'jalan', 'kuhp', 'siap', 'diterapkan']",presiden prabowo jadi bukti kalau perubahan hukum bisa diwujudkan ruu kuhap jalan kuhp siap diterapkan,presiden prabowo jadi bukti kalau perubahan hukum diwujudkan ruu kuhap jalan kuhp siap diterapkan,presiden prabowo jadi bukti kalau ubah hukum wujud ruu hap jalan kuhp siap terap
